Owner,Team,League,Recipient,Amount,Election Year,Party,City,State
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,127700,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,70000,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN SENATE VICTORY 2020,36100,2020,Democrat,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,DSCC,33400,2016,Democrat,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,OUTSIDER PAC,25000,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,NRCC,20000,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,ESSHAKI FOR CONGRESS,5600,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,ELBERT GUILLORY'S AMERICA,5500,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5400,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,JOHN JAMES FOR SENATE INC,5400,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5200,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALBERG VICTORY FUND,5000,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIMI WALTERS VICTORY FUND,5000,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARYOTT FOR CONGRESS,2800,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MOOLENAAR FOR CONGRESS,2700,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,2700,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALTERS FOR CONGRESS,2700,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MAKING INVESTMENTS MAJORITY INSURED PAC,2300,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,2002,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,CARSON AMERICA,1600,2016,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,PENSLER FOR SENATE,1000,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,"TROTT FOR CONGRESS, INC.",1000,2018,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,FRIENDS OF SESSIONS SENATE COMMITTEE INC,1000,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,HUCK PAC,1000,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,STARS AND STRIPES FOREVER PAC,1000,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,1000,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,DEVIN NUNES CAMPAIGN COMMITTEE,500,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,FREE AT LAST PAC,500,2020,Republican,Raleigh, North Carolina
Peter Karmanos Jr.,Carolina Hurricanes,NHL,LYNN AFENDOULIS FOR CONGRESS,500,2020,Republican,Raleigh, North Carolina
Philip F. Anschutz,Los Angeles Kings,NHL,SENATE LEADERSHIP FUND,500000,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY COMMITTEE,250000,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,150000,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY FUND,150000,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,150000,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,150000,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,125000,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,125000,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,25000,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,CORNYN MAJORITY TEXAS,20600,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON SUPER PAC,20000,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,PERDUE VICTORY INC,10400,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,HATCH ELECTION COMMITTEE INC,8100,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS FOR SENATOR,5600,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS VICTORY COMMITTEE,5600,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JIM INHOFE,5600,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,GEORGIANS FOR KELLY LOEFFLER,5600,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5600,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,LIZ CHENEY FOR WYOMING,5400,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5400,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,RON JOHNSON FOR SENATE INC,5400,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,"COLORADANS FOR FAMILY, MILITARY, AND NATION PAC",5000,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,COMMON VALUES PAC,5000,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON PAC,5000,2018,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,2800,2020,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,COMMITTEE TO ELECT DARRYL GLENN,2700,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JOHN THUNE,2700,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,LUMMIS FOR CONGRESS,2500,2016,Republican,Los Angeles, California
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF PAT TOOMEY,1500,2016,Republican,Los Angeles, California
Ray C. Davis,Texas Rangers,MLB,Right to Rise USA,100000,2016,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Brady Victory Fund,10000,2018,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Team Ryan,10000,2018,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,The Congressman Joe Barton Committee,5400,2016,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,"Ryan for Congress, Inc.",5400,2018,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Scott Taylor for Congress,5400,2018,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,The Congressman Joe Barton Committee,5000,2018,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Scott Taylor for Senate,5000,2020,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Roger Williams for U.S. Congress Committee,2800,2020,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Jeb 2016. Inc.,2700,2016,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Texans for Senator John Cornyn Inc.,2700,2018,Republican,Arlington, Texas
Ray C. Davis,Texas Rangers,MLB,Taylor for Congress 2020,2200,2020,Republican,Arlington, Texas
Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,10000,2020,Bipartisan,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,POET PAC,10000,2020,Bipartisan,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,7500,2016,Bipartisan,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,7500,2018,Bipartisan,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5600,2020,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5400,2016,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,SCOTT WALKER INC,5400,2016,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5400,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,NORTH CAROLINA REPUBLICAN PARTY,5000,2016,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,Team Ryan,5000,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,TED BUDD FOR CONGRESS,5000,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,FIRST IN FREEDOM PAC,5000,2020,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,VIRGINIA FOXX FOR CONGRESS,4700,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,FRIENDS OF KIP TOM,2700,2016,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,GREG FOR MONTANA,2700,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,TROY DOWNING FOR US SENATE,2700,2018,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,BISHOP FOR CONGRESS,1000,2020,Republican,Welcome, North Carolina
Richard Childress,Richard Childress Racing,NASCAR,MARINO FOR CONGRESS,500,2016,Republican,Welcome, North Carolina
Richard L. Monfort,Colorado Rockies,MLB,Colorado Republican Committee,10000,2016,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,Colorado Republican Committee,10000,2018,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,JON KEYSER FOR SENATE,3700,2016,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,DEB FISCHER FOR US SENATE,2700,2018,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,FRIENDS OF JOHN MCCAIN INC,1000,2016,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,Brady for Congress,1000,2018,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,Cory Gardner for Senate,1000,2018,Republican,Denver, Colorado
Richard L. Monfort,Colorado Rockies,MLB,HOUSE CD6,1000,2020,Republican,Denver, Colorado
Richard Petty,Richard Petty Motorsports,NASCAR,North Carolina Republican Party,1000,2016,Republican,Statesville, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FREEDOM FUND,25000,2018,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,TEAM RYAN,25000,2018,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,TEAM HUDSON,25000,2020,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,NRCC,14600,2016,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FREEDOM FUND,10000,2018,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,THOM TILLIS COMMITTEE,5600,2020,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FOR CONGRESS,5400,2016,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FOR CONGRESS,5400,2018,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,"Bipartisan, but mostly Republican",Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican,Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2018,"Bipartisan, but mostly Republican",Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2020,"Bipartisan, but mostly Republican",Charlotte, North Carolina
Rick Hendrick,Hendrick Motorsports,NASCAR,FRIENDS OF PATRICK MURPHY,1000,2016,Democrat,Charlotte, North Carolina
Rob Manfred,Commissioner,MLB,AUGUST WOLF FOR SENATE,2700,2016,Republican,New York, New York
Rob Manfred,Commissioner,MLB,STAPLETON VICTORY FUND,2500,2018,Republican,New York, New York
Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,225000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,OUR PRINCIPLES PAC,150000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,112400,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,100000,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,75000,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,BOEHNER FOR SPEAKER,50000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,50000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,AYOTTE VICTORY COMMITTEE,25000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,FIGHTING FOR OHIO FUND,25000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,RUBIO VICTORY COMMITTEE,25000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,TAKE BACK THE HOUSE 2020,25000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,20000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN VICTORY COMMITTEE,20000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,NRSC,10000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,"RIGHT TO RISE PAC, INC.",8682,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,COLLINS FOR SENATOR,5600,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5600,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,CARLOS CURBELO CONGRESS,5400,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,RICK SCOTT FOR FLORIDA,5400,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5400,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,Portman for Senate Committee,5400,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5300,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,5200,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,PERDUE FOR SENATE,5200,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,5000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,JONI FOR IOWA,5000,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,CINCINNATUS PAC,5000,2018,Democrat,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,"TEAM GRAHAM, INC.",5000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,2800,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,2800,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,2800,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF JOE HECK,2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF PAT TOOMEY,2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF ROY BLUNT,2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,"FRIENDS OF TODD YOUNG, INC.",2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,KASICH FOR AMERICA INC,2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,SCOTT WALKER INC,2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,THE RICHARD BURR COMMITTEE,2700,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,LEAH FOR SENATE,2700,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,2700,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,2700,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,YOUNG HOOSIER VICTORY FUND,2700,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,MARSHA FOR SENATE,2500,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,TEAM RICK SCOTT,2500,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,ISAKSON VICTORY COMMITTEE,2000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,KLINE FOR CONGRESS,1000,2016,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,ALASKANS FOR DAN SULLIVAN,1000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,1000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,"YOUNG FOR IOWA, INC.",1000,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,CLAUDIA TENNEY FOR CONGRESS,500,2018,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,AMERICANS FOR PARNELL COMMITTEE,500,2020,Republican,Cincinnati, Ohio
Robert H. Castellini,Cincinnati Reds,MLB,"ANDY BARR FOR CONGRESS, INC.",500,2020,Republican,Cincinnati, Ohio
Robert Kraft,New England Patriots,NFL,Gridiron-PAC,10000,2018,Bipartisan,Foxborough, Massachusetts
Robert Kraft,New England Patriots,NFL,Gridiron-PAC,5000,2016,Bipartisan,Foxborough, Massachusetts
Robert Kraft,New England Patriots,NFL,EXPERIENCED LEADERSHIP MATTERS PAC,5000,2020,Democrat,Foxborough, Massachusetts
Robert Kraft,New England Patriots,NFL,Gridiron-PAC,5000,2020,Bipartisan,Foxborough, Massachusetts
Robert Kraft,New England Patriots,NFL,LANGEVIN FOR CONGRESS,1000,2016,Democrat,Foxborough, Massachusetts
Robert Plummer,Los Angeles Dodgers,MLB,Trump Victory,2800,2020,Republican,Los Angeles, California
Rocky Wirtz,Chicago Blackhawks,NHL,Right to Rise USA,25000,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Graham Victory 2020,10300,2020,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Trump Victory,10000,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,National Beer Wholesalers Association PAC,10000,2016,Bipartisan,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Wine and Spirits Wholesalers of America Inc Pac,10000,2016,Bipartisan,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,National Beer Wholesalers Association PAC,10000,2020,Bipartisan,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Wine and Spirits Wholesalers of America Inc PAC ,10000,2020,Bipartisan,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,"Team Graham, Inc",5600,2020,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,University Public Issues Committee,5000,2018,"Bipartisan, but mostly Democratic",Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,National Beer Wholesalers Association PAC,5000,2018,Bipartisan,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,"Wine and Spirits Wholesalers of America, Inc Pac",5000,2018,Bipartisan,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Roskam for Congress Committee,3700,2018,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Dold for Congress,3354,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Housley for Senate Committee,2700,2018,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Beto for Texas,2700,2018,Democrat,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Dan Lipinski for Congress,2600,2018,Democrat,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Schneider for Congress,2000,2020,Democrat,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Lahood for Congress,1250,2020,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Jeb 2016 Inc,1000,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Mike Bost for Congress Committee,1000,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,Portman for Senate Committee,1000,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,The Richard Burr Committee,1000,2016,Republican,Chicago, Illinois
Rocky Wirtz,Chicago Blackhawks,NHL,University Public Issuees Committee,1000,2016,"Bipartisan, but mostly Democratic",Chicago, Illinois
Roger Goodell,Commissioner,NFL,"Hatch Election Committee, Inc",5400,2016,Republican,New York, New York
Roger Goodell,Commissioner,NFL,Portman for Senate Committee,5400,2018,Republican,New York, New York
Roger Goodell,Commissioner,NFL,Gridiron-PAC,5000,2016,Bipartisan,New York, New York
Roger Goodell,Commissioner,NFL,"Chris Christie for President, Inc.",2700,2016,Republican,New York, New York
