Owner,Team,League,Recipient,Amount,Election Year,Party,City,State
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BENNET FOR COLORADO,3000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CHRIS COONS FOR DELAWARE,3000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MONTANANS FOR TESTER,3000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HATCH ELECTION COMMITTEE INC,3000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SIMPSON FOR CONGRESS,3000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CARPER FOR SENATE,3000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PRAMILA FOR CONGRESS,2700,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DAN NEWHOUSE FOR CONGRESS,2700,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JOHN BARRASSO,2700,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,KAY GRANGER CAMPAIGN FUND,2700,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BILL NELSON FOR US SENATE,2700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CITIZENS TO ELECT RICK LARSEN,2700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DELBENE FOR CONGRESS,2700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DENNY HECK FOR CONGRESS,2700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TAMMY BALDWIN FOR SENATE,2700,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TEAM GRAHAM INC,2500,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DAN NEWHOUSE FOR CONGRESS,2000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF ROY BLUNT,2000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SIMPSON FOR CONGRESS,2000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WALDEN FOR CONGRESS,2000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CITIZENS TO ELECT RICK LARSEN,2000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DELBENE FOR CONGRESS,2000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DENNY HECK FOR CONGRESS,2000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF SCHUMER,2000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SCHATZ FOR SENATE,2000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ALASKANS FOR DAN SULLIVAN,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BRADY FOR CONGRESS,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CATHY MCMORRIS RODGERS FOR CONGRESS,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CRAPO VICTORY COMMITTEE,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF DAVE JOYCE,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF ROY BLUNT,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GREG PENCE FOR CONGRESS,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JEFF FORTENBERRY FOR UNITED STATES CONGRESS,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JIM RISCH FOR U S SENATE COMMITTEE,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MAKING AMERICA PROSPEROUS PAC,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PORTMAN FOR SENATE COMMITTEE,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,STEVE DAINES FOR MONTANA,2000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,"BEN CARDIN FOR SENATE, INC.",2000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CORY BOOKER FOR SENATE,2000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GARAMENDI FOR CONGRESS,2000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MARTIN HEINRICH FOR SENATE,2000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,2000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WYDEN FOR SENATE,2000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BOB CORKER FOR SENATE 2018 INC,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CARLOS CURBELO CONGRESS,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,COLLINS FOR SENATOR,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CORY GARDNER FOR SENATE,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JIM BRIDENSTINE INC.,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JEFF FLAKE FOR US SENATE INC,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,RYAN COSTELLO FOR CONGRESS,1000,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BLUMENAUER FOR CONGRESS,1000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF BRADY WALKINSHAW,1000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WHITEHOUSE FOR SENATE,1000,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CARLOS CURBELO CONGRESS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CULBERSON FOR CONGRESS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DEBBIE DINGELL FOR CONGRESS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MARTHA ROBY FOR CONGRESS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ROBERT ADERHOLT FOR CONGRESS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ROYCE CAMPAIGN COMMITTEE,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SANFORD FOR CONGRESS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,VOLUNTEERS FOR SHIMKUS,1000,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DIANA DEGETTE FOR CONGRESS,1000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,VISCLOSKY FOR CONGRESS,1000,2018,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,COMSTOCK FOR CONGRESS,500,2016,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MIKE HONDA FOR CONGRESS,500,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,REED COMMITTEE; THE,500,2016,Democrat,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SAWTOOTH POLITICAL ACTION COMMITTEE (SAWTOOTH PAC),500,2018,Republican,Portland, Oregon
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WALDEN FOR CONGRESS,500,2018,Republican,Portland, Oregon
John W. Henry,Boston Red Sox,MLB,Dodson for Senate - Wyoming First,2700,2018,Republican,Boston, Massachusetts
Josh Harris,Philadelphia 76ers,NBA,CONGRESSIONAL LEADERSHIP FUND,150000,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,BAYH VICTORY FUND,12700,2016,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,MAJORITY RISING,11200,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,CORNYN MAJORITY COMMITTEE,10400,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,WINRED,8400,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,ALASKANS FOR DAN SULLIVAN,5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,CORY GARDNER FOR SENATE,5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF JOHN BARRASSO,5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF PAT TOOMEY,5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,JIM RISCH FOR U.S. SENATE COMMITTEE,5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,"TEAM GRAHAM, INC.",5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,TEAM HAGERTY,5600,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,DONALD NORCROSS FOR CONGRESS,5500,2020,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,GRASSLEY COMMITTEE INC,5400,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,KIRK FOR SENATE,5400,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,SHELBY FOR U S SENATE,5400,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,HELLER FOR SENATE,5400,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,ROYCE CAMPAIGN COMMITTEE,5400,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,DONALD NORCROSS FOR CONGRESS,5400,2018,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF PAT TOOMEY,5000,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,HATCH VICTORY COMMITTEE,5000,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,ERNST VICTORY,3500,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,COTTON VICTORY,2800,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF JIM INHOFE,2800,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF SESSIONS SENATE COMMITTEE INC,2800,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,THOM TILLIS NC VICTORY COMMITTEE 2020,2800,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,PRO-ISRAEL AMERICA PAC,2800,2020,"Bipartisan, but mostly Democratic",Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,CHRIS COONS FOR DELAWARE,2750,2020,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF JOHN BARRASSO,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF JOHN MCCAIN INC,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF JOHN THUNE,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,HOEVEN FOR SENATE,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,MIKE CRAPO FOR US SENATE,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,TIM SCOTT FOR SENATE,2700,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,BENNET FOR COLORADO,2700,2016,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,DONALD NORCROSS FOR CONGRESS,2700,2016,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,BRADY FOR CONGRESS,2700,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,"FRIENDS OF DENVER RIGGLEMAN, INC.",2700,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,2700,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,ROSKAM FOR CONGRESS COMMITTEE,2700,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,STRANGE FOR SENATE,2700,2018,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,FRIENDS OF MIKE LEE INC,2500,2016,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,KAY GRANGER CAMPAIGN FUND,2500,2020,Republican,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,JOSH GOTTHEIMER FOR CONGRESS,2500,2020,Democrat,Philadelphia, Pennsylvania
Josh Harris,Philadelphia 76ers,NBA,DEVIN NUNES CAMPAIGN COMMITTEE,1000,2018,Republican,Philadelphia, Pennsylvania
Kim Pegula,Buffalo Sabres,NHL,Toomey Victory Committee,29600,2016,Republican,Buffalo, New York
Kim Pegula,Buffalo Sabres,NHL,Toomey Pennsylvania Victory Fund,15400,2016,Republican,Buffalo, New York
Kim Pegula,Buffalo Sabres,NHL,Housley for Senate Committee,5400,2018,Republican,Buffalo, New York
Kim Pegula,Buffalo Sabres,NHL,Citizens for Prosperity in America Today PAC,5000,2016,Republican,Buffalo, New York
Kim Pegula,Buffalo Sabres,NHL,IPAA Wildcatters Fund,5000,2016,Republican,Buffalo, New York
Magic Johnson,Los Angeles Dodgers,MLB,Hillary Victory Fund,277000,2016,Democrat,Los Angeles, California
Magic Johnson,Los Angeles Dodgers,MLB,Kamala Harris Victory Fund,7500,2016,Democrat,Los Angeles, California
Magic Johnson,Los Angeles Dodgers,MLB,Hillary for America,5400,2016,Democrat,Los Angeles, California
Marian Ilitch,Detroit Tigers,MLB,NRCC,16700,2016,Republican,Detroit, Michigan
Marian Ilitch,Detroit Tigers,MLB,Office of the Commissioner of Major League Baseball Poliitcal Action Committee,10000,2016,Bipartisan,Detroit, Michigan
Marian Ilitch,Detroit Tigers,MLB,"Trott For Congress, Inc.",5400,2016,Republican,Detroit, Michigan
Marian Ilitch,Detroit Tigers,MLB,"Trott For Congress, Inc.",5400,2018,Republican,Detroit, Michigan
Marian Ilitch,Detroit Tigers,MLB,Boehner for Speaker,5000,2016,Republican,Detroit, Michigan
Mark Walter,Los Angeles Dodgers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,Los Angeles, California
Mark Walter,Los Angeles Dodgers,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,10000,2018,Bipartisan,Los Angeles, California
Mark Walter,Los Angeles Dodgers,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,5000,2020,Bipartisan,Los Angeles, California
Peter Guber,Golden State Warriors,NBA,De Leon Victory Fund,10000,2018,Democrat,Oakland, California
Peter Guber,Golden State Warriors,NBA,NEAL SIMON FOR U.S. SENATE,5400,2018,Independent,Oakland, California
Peter Guber,Golden State Warriors,NBA,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,Oakland, California
Peter Guber,Golden State Warriors,NBA,OMAR QUDRAT FOR CONGRESSS,3700,2018,Republican,Oakland, California
Peter Guber,Golden State Warriors,NBA,MARK RIDLEY-THOMAS FOR SUPERVISOR 2016,1475,2016,Democrat,Oakland, California
Peter Guber,Golden State Warriors,NBA,Biden for President,1000,2020,Democrat,Oakland, California
Robert Sarver,Phoenix Suns,NBA,DEFENDARIZONA,25000,2018,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,FLAKE VICTORY COMMITTEE,25000,2018,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,MCCARTHY VICTORY FUND,10000,2016,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,SCHWEIKERT VICTORY COMMITTEE,10000,2016,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,THE DESERT CAUCUS,10000,2016,Bipartisan,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,THE DESERT CAUCUS,10000,2018,Bipartisan,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,AMERICANS FOR TOMORROW'S FUTURE,10000,2020,N/A,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,THE DESERT CAUCUS,10000,2020,Bipartisan,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,MCSALLY FOR SENATE INC,5600,2020,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,JEFF FLAKE FOR US SENATE INC,5400,2016,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,MCSALLY FOR CONGRESS,5400,2016,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,FRIENDS OF JOHN MCCAIN INC,5400,2016,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,FRIENDS OF JOHN BARRASSO,5400,2018,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,MCSALLY FOR SENATE INC,5400,2018,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,KYRSTEN SINEMA FOR CONGRESS,5300,2016,Democrat,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,MCSALLY FOR CONGRESS,2700,2018,Republican,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,SINEMA FOR ARIZONA,2700,2018,Democrat,Phoenix, Arizona
Robert Sarver,Phoenix Suns,NBA,MANCHIN FOR WEST VIRGINIA,2500,2018,Democrat,Phoenix, Arizona
Terry Pegula,Buffalo Sabres,NHL,Toomey Victory Committee,29600,2016,Republican,Buffalo, New York
Terry Pegula,Buffalo Sabres,NHL,TOOMEY PENNSYLVANIA VICTORY FUND,15400,2016,Republican,Buffalo, New York
Terry Pegula,Buffalo Sabres,NHL,JACOBS FOR CONGRESS,5600,2020,Republican,Buffalo, New York
Terry Pegula,Buffalo Sabres,NHL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,Buffalo, New York
Terry Pegula,Buffalo Sabres,NHL,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,5000,2016,Republican,Buffalo, New York
Terry Pegula,Buffalo Sabres,NHL,NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),5000,2016,Bipartisan,Buffalo, New York
Terry Pegula,Buffalo Sabres,NHL,IPAA WILDCATTERS FUND,5000,2018,Republican,Buffalo, New York
Chris Ilitch,Detroit Red Wings,NHL,Office of the Commissioner of Major League Baseball Poliitcal Action Committee,5000,2018,Bipartisan,Detroit, Michigan
Chris Ilitch,Detroit Red Wings,NHL,Office of the Commissioner of Major League Baseball Poliitcal Action Committee,5000,2020,Bipartisan,Detroit, Michigan
David Blitzer,New Jersey Devils,NHL,HILLARY ACTION FUND,25000,2016,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,NRSC,10000,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,NRSC,10000,2018,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,TEAM RYAN,10000,2018,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,NRSC,10000,2020,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,MCCONNELL SENATE COMMITTEE,5600,2020,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,BEATTY FOR CONGRESS,5600,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,JOSH GOTTHEIMER FOR CONGRESS,5600,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,KENNEDY FOR MASSACHUSETTS,5600,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,RICHARD E NEAL FOR CONGRESS COMMITTEE,5600,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,FRIENDS OF SCHUMER,5400,2016,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,RO FOR CONGRESS INC.,5400,2016,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,KOHL FOR CONGRESS,5400,2018,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,SENATE LEADERSHIP FUND,5000,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE - AIC PAC,5000,2020,"Bipartisan, but mostly Republican",Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,PORTMAN FOR SENATE COMMITTEE,4700,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,GEORGE HOLDING FOR CONGRESS INC.,3700,2018,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,COLLINS FOR SENATOR,2800,2020,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,WINRED,2800,2020,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,ANTONE FOR CONGRESS,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,BIDEN FOR PRESIDENT,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,CARUSO-CABRERA FOR NEW YORK,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,CORY BOOKER FOR SENATE,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,DONALD NORCROSS FOR CONGRESS,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,FRIENDS OF DAN FEEHAN,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,JONES VICTORY FUND,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,MAX ROSE FOR CONGRESS,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,PEOPLE POWERED ACTION,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,WIN THE ERA PAC,2800,2020,Democrat,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,FRIENDS OF ROY BLUNT,2700,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,KIRK FOR SENATE,2700,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,TIM SCOTT FOR SENATE,2700,2016,Republican,Newark, New Jersey
David Blitzer,New Jersey Devils,NHL,BENNET COLORADO VICTORY,2700,2016,Democrat,Newark, New Jersey
